Date,Sessions,New Users,Pages,Transactions,Revenue,Group
20170801,405,278,1790.1,6,125.31,Control
20170706,405,222,3353.4,55,1497.62,Control
20170616,405,272,2705.4,51,1485.87,Control
20170713,405,245,2551.5,24,614.34,Control
20170721,405,238,2835,38,1246.93,Control
20170708,404,273,2351.28,5,107.3,Control
20170720,404,298,1874.56,10,216.33,Control
20170702,404,219,3102.72,46,1395.82,Control
20170823,404,278,1620.04,10,177.98,Control
20170609,404,245,3223.92,46,1355.72,Control
20170826,403,293,1942.46,7,292.29,Control
20170617,403,239,2990.26,35,1303.94,Control
20170710,403,235,2921.75,33,1041.05,Control
20170826,403,209,3042.65,30,813.48,Control
20170706,403,268,1773.2,5,117.15,Control
20170714,403,243,3139.37,42,1187.47,Control
20170603,402,249,2130.6,6,136.13,Control
20170630,402,288,2295.42,6,137.1,Control
20170605,402,268,2355.72,28,1175.62,Control
20170816,402,244,2661.24,36,957.14,Control
20170807,402,241,2363.76,24,651.38,Control
20170808,402,239,2584.86,24,544.97,Control
20170626,402,252,2026.08,16,344.01,Control
20170611,401,261,1956.88,18,389.61,Control
20170801,401,245,2782.94,33,789.32,Control
20170806,401,245,2646.6,26,670.28,Control
20170821,401,252,2562.39,37,989.53,Control
20170603,401,216,4294.71,76,2296.84,Control
20170617,401,182,4030.05,70,2103.17,Control
20170718,401,230,3075.67,46,1345.1,Control
20170611,401,224,2927.3,42,1300.27,Control
20170720,401,247,3095.72,34,1088.68,Control
20170820,401,252,2891.21,38,1312.67,Control
20170819,401,259,2835.07,36,1289.29,Control
20170627,400,258,2060,9,183.14,Control
20170808,400,272,1884,11,331.69,Control
20170815,400,283,1796,6,179.77,Control
20170619,400,240,3108,49,1399.31,Control
20170604,400,263,3352,44,1492.84,Control
20170828,400,228,2896,48,1342.01,Control
20170820,399,249,2358.09,30,826.53,Control
20170608,399,225,2601.48,19,464.41,Control
20170728,399,261,3188.01,50,1453,Control
20170715,398,231,2949.18,34,1173.18,Control
20170831,398,232,2782.02,36,1064.41,Control
20170813,398,277,1767.12,15,363.15,Control
20170713,398,238,2877.54,36,794.68,Control
20170803,398,215,3267.58,45,1091.48,Control
20170601,397,276,2215.26,7,176.58,Control
20170814,397,277,1945.3,11,268.59,Control
20170820,397,292,2092.19,2,86.69,Control
20170814,397,257,2362.15,26,644.83,Control
20170722,397,215,3064.84,47,1519.38,Control
20170620,397,263,1981.03,9,270.86,Control
20170725,397,263,1901.63,14,337.97,Control
20170629,397,200,3811.2,63,1773.56,Control
20170614,397,216,3283.19,52,1508.2,Control
20170617,397,224,2588.44,44,1307.92,Control
20170610,397,243,3136.3,39,1194.74,Control
20170606,397,208,3461.84,58,1505.43,Control
20170726,396,233,2795.76,33,929.48,Control
20170722,396,250,3219.48,40,1409.29,Control
20170615,396,226,3211.56,42,1269.53,Control
20170624,396,235,3381.84,42,1588.63,Control
20170723,396,230,2867.04,37,1217.51,Control
20170727,396,211,3100.68,37,1227.33,Control
20170823,395,296,1860.45,6,151.81,Control
20170603,395,243,2674.15,39,1188.37,Control
20170806,395,238,2942.75,36,909.34,Control
20170701,395,211,3472.05,52,1574.99,Control
20170804,395,199,3412.8,49,1276.93,Control
20170714,395,228,3404.9,55,1287.11,Control
20170711,395,259,1864.4,15,297.58,Control
20170723,395,191,3397,54,1629.79,Control
20170810,395,228,2705.75,53,1520.09,Control
20170713,395,259,2460.85,31,790.97,Control
20170612,395,211,3025.7,51,1447.74,Control
20170705,395,198,3053.35,44,966.44,Control
20170812,395,223,3329.85,49,1700.21,Control
20170709,395,223,2950.65,41,1204.86,Control
20170719,394,273,2111.84,5,156.94,Control
20170604,394,235,3534.18,52,1558.39,Control
20170615,394,232,3845.44,53,1480.8,Control
20170807,394,237,3333.24,41,1246.64,Control
20170825,394,260,2848.62,43,1233.02,Control
20170802,394,210,3542.06,59,1495.34,Control
20170603,393,240,3320.85,49,1622.53,Control
20170630,393,238,2880.69,44,1390.09,Control
20170606,393,239,2240.1,22,577.25,Control
20170802,393,258,2130.06,28,938.95,Control
20170703,393,218,3768.87,62,1860.44,Control
20170713,393,235,3713.85,60,1648.93,Control
20170821,393,206,3226.53,39,1107.21,Control
20170723,393,243,2680.26,38,1055.72,Control
20170608,392,275,2379.44,12,312.81,Control
20170718,392,267,2124.64,5,75.83,Control
20170805,392,264,2312.8,4,85.21,Control
20170715,392,256,2653.84,26,615.84,Control
20170619,392,219,2693.04,29,828.49,Control
20170824,392,270,1615.04,11,354.53,Control
20170718,392,273,2050.16,21,513.9,Control
20170823,392,251,2544.08,31,970.09,Control
20170613,391,271,2091.85,6,163.23,Control
20170810,391,235,2760.46,33,871.25,Control
20170602,391,279,2584.51,37,1335.99,Control
20170717,391,195,3464.26,62,1758.16,Control
20170730,390,237,2566.2,30,758.26,Control
20170825,390,247,2250.3,34,863.64,Control
20170620,390,232,2866.5,27,755.16,Control
20170723,390,226,2987.4,26,870.34,Control
20170727,390,229,2648.1,24,539.27,Control
20170628,390,261,1645.8,11,235.02,Control
20170830,390,246,1634.1,8,208.25,Control
20170720,390,207,3334.5,66,1555.63,Control
20170729,390,243,3400.8,45,1383.89,Control
20170615,389,265,2065.59,5,155.94,Control
20170723,389,232,2442.92,30,966.97,Control
20170621,389,232,3069.21,45,1154.06,Control
20170626,389,224,2532.39,37,907.42,Control
20170729,389,217,3135.34,53,1707.05,Control
20170812,389,282,1676.59,14,324.11,Control
20170601,389,230,2703.55,26,822.78,Control
20170602,389,253,3345.4,46,1219.03,Control
20170721,389,242,3913.34,65,2030.83,Control
20170811,389,229,3372.63,64,2047.1,Control
20170730,388,206,3953.72,60,1854.03,Control
20170803,388,257,2048.64,23,547.52,Control
20170809,388,264,2277.56,25,779.12,Control
20170819,388,235,3717.04,62,1991.64,Control
20170817,388,238,2743.16,37,1055.47,Control
20170610,387,225,2871.54,39,1068.44,Control
20170813,387,224,3335.94,45,1188.74,Control
20170726,387,197,3335.94,52,1456.38,Control
20170623,387,274,2287.17,22,691.45,Control
20170808,387,241,2434.23,29,774.37,Control
20170720,386,271,2126.86,5,76,Control
20170821,386,280,1829.64,2,49.3,Control
20170830,386,292,1949.3,8,211.19,Control
20170720,386,227,2910.44,45,1351.5,Control
20170813,386,225,2373.9,30,1016.97,Control
20170801,386,232,2879.56,26,871.55,Control
20170623,386,208,2952.9,46,1220.19,Control
20170729,386,270,1690.68,12,317.4,Control
20170825,386,250,2694.28,40,1247.56,Control
20170615,386,239,2674.98,32,1057.25,Control
20170803,386,236,2991.5,38,1024.41,Control
20170602,386,236,3196.08,51,1694.52,Control
20170708,386,228,3697.88,58,2044.9,Control
20170715,386,221,3192.22,44,1339.17,Control
20170705,385,262,1667.05,11,264.39,Control
20170710,385,251,1771,9,241.1,Control
20170716,385,178,3126.2,47,1407.77,Control
20170830,385,217,3133.9,43,1258.35,Control
20170626,385,183,2841.3,54,1306.42,Control
20170803,384,265,1866.24,18,403.12,Control
20170817,384,281,1643.52,12,261.68,Control
20170729,384,270,2123.52,29,735.89,Control
20170802,383,271,2014.58,9,255.58,Control
20170808,383,271,2171.61,12,444.94,Control
20170603,383,224,3427.85,49,1604.31,Control
20170715,383,201,3757.23,70,2088.17,Control
20170813,383,200,3454.66,55,1742.7,Control
20170720,383,266,2252.04,29,731.79,Control
20170706,383,217,3424.02,49,1284.64,Control
20170831,383,251,2742.28,39,934.49,Control
20170727,382,244,2605.24,28,850.43,Control
20170721,382,243,2750.4,37,1114.58,Control
20170729,382,255,1745.74,13,300.04,Control
20170607,382,228,2563.22,30,571.39,Control
20170724,382,233,2062.8,18,440.68,Control
20170704,382,242,1883.26,10,279.21,Control
20170630,382,193,3648.1,77,2278.08,Control
20170726,382,275,1921.46,18,395.51,Control
20170606,382,227,2918.48,45,1330.58,Control
20170828,382,212,2750.4,47,1152.48,Control
20170726,382,216,2406.6,29,857.31,Control
20170816,381,188,2987.04,53,1455.68,Control
20170623,381,231,3139.44,42,1381.42,Control
20170730,381,221,2937.51,39,1470.59,Control
20170707,381,239,3539.49,65,2076.81,Control
20170604,381,223,2712.72,36,1225.14,Control
20170801,380,262,2033,5,147.5,Control
20170616,380,260,1846.8,15,351.32,Control
20170721,380,232,2310.4,30,820.44,Control
20170605,380,218,3108.4,35,929.7,Control
20170622,380,222,2986.8,31,887.57,Control
20170604,380,211,3313.6,61,1640.77,Control
20170729,380,202,2903.2,37,1056.64,Control
20170813,380,266,1763.2,16,453.73,Control
20170723,380,237,2029.2,31,857.16,Control
20170711,380,212,3085.6,47,1267.67,Control
20170712,380,209,3537.8,57,1527.99,Control
20170625,379,211,2906.93,33,917.43,Control
20170727,379,214,3266.98,49,1126.43,Control
20170815,379,191,3005.47,51,1323.3,Control
20170603,379,244,3085.06,41,1316.48,Control
20170818,378,222,2861.46,41,1350.39,Control
20170717,378,222,2566.62,36,795.56,Control
20170630,378,204,3292.38,54,1523.66,Control
20170804,378,220,3379.32,52,1457.95,Control
20170814,378,258,1455.3,3,49.33,Control
20170804,378,201,3908.52,60,1750.57,Control
20170603,378,257,1961.82,13,408.87,Control
20170704,378,197,3965.22,67,2263.37,Control
20170825,378,213,3088.26,66,1851.16,Control
20170616,378,226,2831.22,33,992.11,Control
20170710,377,242,2608.84,30,836.4,Control
20170609,377,244,3095.17,58,1630.24,Control
20170819,377,213,2710.63,40,1154.21,Control
20170612,377,255,1647.49,10,375.48,Control
20170805,377,195,3781.31,69,2082.92,Control
20170603,377,259,2235.61,26,659.11,Control
20170624,377,255,2182.83,27,795.49,Control
20170804,377,212,3954.73,59,2058.71,Control
20170721,376,218,3323.84,57,1605.47,Control
20170718,376,261,1650.64,6,143.54,Control
20170827,376,254,1966.48,31,740.74,Control
20170601,376,230,3056.88,65,1573.32,Control
20170629,376,223,2955.36,37,1110.55,Control
20170610,375,219,2673.75,30,814.64,Control
20170731,375,204,2820,35,784.92,Control
20170822,375,241,2422.5,31,798.41,Control
20170826,375,186,3603.75,77,2156.81,Control
20170611,375,260,1980,20,628.45,Control
20170822,375,256,1848.75,27,778.27,Control
20170630,375,211,2940,48,1341.22,Control
20170625,375,216,2831.25,41,1083.75,Control
20170831,374,263,2071.96,6,174.64,Control
20170713,374,269,1623.16,7,272.61,Control
20170601,374,219,2393.6,35,1095.26,Control
20170828,374,229,2333.76,30,809.97,Control
20170601,374,225,3055.58,41,1382.74,Control
20170719,374,255,1525.92,9,215.44,Control
20170820,374,252,2071.96,23,846.66,Control
20170714,374,241,2449.7,35,1015.52,Control
20170712,374,228,2782.56,30,813.29,Control
20170716,374,222,2550.68,36,1054.4,Control
20170609,374,217,2797.52,44,1470.99,Control
20170624,373,209,2879.56,43,1271.53,Control
20170615,373,238,1820.24,19,470.04,Control
20170808,373,204,2558.78,43,695.07,Control
20170817,373,229,3084.71,44,1072.42,Control
20170724,373,236,2103.72,14,411,Control
20170610,373,194,3688.97,74,2208.67,Control
20170707,373,239,2812.42,49,1459.84,Control
20170723,373,231,2737.82,51,1451.25,Control
20170727,373,227,2987.73,44,1351.19,Control
20170811,372,254,2503.56,31,892.47,Control
20170725,372,217,2652.36,32,1129.04,Control
20170805,372,271,2194.8,18,561.63,Control
20170708,372,222,2708.16,43,1293.91,Control
20170725,372,219,2488.68,37,885.85,Control
20170729,372,171,3671.64,60,1861.81,Control
20170816,372,262,1811.64,22,709.55,Control
20170713,372,219,2544.48,38,1181.59,Control
20170715,371,268,2140.67,0,0,Control
20170627,371,215,2478.28,35,881.29,Control
20170808,371,262,1654.66,18,484.5,Control
20170716,371,240,1728.86,10,267.67,Control
20170715,371,251,1995.98,23,640.12,Control
20170808,371,252,1858.71,21,548.44,Control
20170830,371,207,2982.84,49,1175.82,Control
20170715,371,194,2708.3,45,1463.69,Control
20170725,371,227,2177.77,28,586.85,Control
20170710,370,241,1631.7,3,31.05,Control
20170803,370,218,2771.3,39,1012.46,Control
20170716,370,254,1953.6,12,320.65,Control
20170725,370,190,2867.5,43,891.04,Control
20170803,370,203,3037.7,47,952.13,Control
20170602,370,261,1850,15,421.05,Control
20170620,370,244,1827.8,29,694.27,Control
20170622,370,207,3059.9,45,1151.08,Control
20170710,370,190,2997,52,1385.59,Control
20170809,369,234,2214,27,805.84,Control
20170824,369,240,2431.71,35,1047.6,Control
20170621,369,212,2749.05,25,590.19,Control
20170718,369,215,2302.56,25,523.39,Control
20170730,369,202,2682.63,27,1008.02,Control
20170601,369,206,2590.38,34,822.77,Control
20170703,369,246,1741.68,10,220.27,Control
20170723,369,270,2018.43,21,670.58,Control
20170813,369,253,1996.29,35,975.52,Control
20170816,369,217,2435.4,31,820.7,Control
20170605,368,245,1795.84,7,148.85,Control
20170705,368,207,2568.64,23,563.98,Control
20170716,368,219,3058.08,38,1049.23,Control
20170604,368,190,3628.48,69,1998.08,Control
20170725,368,175,3102.24,53,1507.38,Control
20170630,368,213,3610.08,59,2048.47,Control
20170805,368,214,3227.36,55,1794.87,Control
20170712,367,220,2649.74,45,1145.69,Control
20170817,367,212,2513.95,44,1287.61,Control
20170730,367,214,2209.34,19,479.36,Control
20170805,367,209,2873.61,39,1073.41,Control
20170618,367,200,3192.9,61,1883.76,Control
20170602,367,220,3222.26,47,1207.68,Control
20170708,367,278,2124.93,23,870.25,Control
20170609,367,251,2198.33,30,893.76,Control
20170630,367,228,2466.24,37,1067.23,Control
20170702,367,195,3391.08,57,1755.28,Control
20170616,367,233,3354.38,51,1648.34,Control
20170715,366,265,1650.66,11,269.51,Control
20170604,366,211,2305.8,22,734.33,Control
20170807,366,231,1756.8,15,405.85,Control
20170628,366,194,3096.36,53,1435.04,Control
20170727,366,257,1789.74,21,448.91,Control
20170801,366,193,2906.04,40,891.51,Control
20170623,366,203,2518.08,28,875.9,Control
20170822,365,273,1806.75,10,199.76,Control
20170629,365,201,2781.3,42,1326.21,Control
20170709,365,267,1839.6,13,334.04,Control
20170718,365,269,2014.8,14,365.29,Control
20170709,365,214,2847,36,1143.37,Control
20170612,365,185,3113.45,51,1433.69,Control
20170724,365,203,2507.55,30,932.22,Control
20170723,364,243,2242.24,5,101.09,Control
20170630,364,220,2020.2,14,375.54,Control
20170812,364,207,2875.6,50,1465.75,Control
20170808,364,187,3068.52,58,1518.93,Control
20170825,364,246,1638,13,415.88,Control
20170806,364,267,2398.76,35,1041.45,Control
20170625,364,205,2420.6,42,1379.21,Control
20170830,364,198,3108.56,50,1272.39,Control
20170819,363,222,2435.73,27,887.15,Control
20170603,363,254,1764.18,16,557.38,Control
20170624,363,242,1713.36,13,337.51,Control
20170706,363,207,3198.03,49,1263.27,Control
20170708,363,185,3724.38,68,2022.85,Control
20170709,363,175,3433.98,64,1956.29,Control
20170722,363,214,2849.55,52,1547.5,Control
20170729,363,220,3245.22,53,1765.51,Control
20170813,362,194,2486.94,32,954.42,Control
20170608,362,202,2584.68,42,1017.52,Control
20170803,362,206,2997.36,46,1276.09,Control
20170826,362,198,2834.46,40,1218.45,Control
20170817,362,184,3037.18,52,1541.49,Control
20170816,362,242,1473.34,14,522.54,Control
20170811,362,215,2877.9,48,1207.3,Control
20170822,362,213,2743.96,47,1266.67,Control
20170630,362,208,2917.72,42,1230.98,Control
20170620,361,232,1996.33,8,217.59,Control
20170724,361,262,2230.98,6,91.36,Control
20170815,361,233,2270.69,31,724.17,Control
20170728,361,177,3360.91,50,1299.02,Control
20170616,361,210,2942.15,50,1387.18,Control
20170712,361,242,2230.98,30,766.05,Control
20170809,361,219,2505.34,33,939.07,Control
20170816,361,208,2299.57,28,824.68,Control
20170813,361,205,2772.48,35,1339.54,Control
20170830,361,218,2443.97,44,1331.25,Control
20170624,360,246,2102.4,11,333.48,Control
20170610,360,217,2998.8,44,1398.15,Control
20170723,360,259,1692,15,366.93,Control
20170608,360,208,1900.8,25,524.46,Control
20170709,360,181,2030.4,28,700.17,Control
20170809,360,228,2152.8,21,588.23,Control
20170624,360,209,3326.4,53,1514.27,Control
20170712,360,238,1904.4,11,424.43,Control
20170607,360,190,3171.6,34,866.21,Control
20170828,360,229,2214,26,855.63,Control
20170628,359,211,2642.24,47,1350.05,Control
20170618,359,235,1845.26,5,162.27,Control
20170623,359,225,2803.79,37,1136.61,Control
20170804,359,224,2911.49,29,1015.55,Control
20170704,359,221,2947.39,26,949.21,Control
20170802,359,214,2627.88,24,736.65,Control
20170617,359,204,2868.41,49,1509.38,Control
20170708,359,201,3026.37,51,1474.23,Control
20170702,359,225,1737.56,22,580.07,Control
20170829,359,186,2872,52,1398.66,Control
20170623,359,234,2670.96,38,1173.3,Control
20170711,359,184,2900.72,33,979.51,Control
20170619,359,181,3090.99,49,1207.64,Control
20170824,359,184,2620.7,62,1418.4,Control
20170611,358,220,2122.94,5,94.56,Control
20170703,358,196,2445.14,33,870.22,Control
20170807,358,248,1854.44,13,226.67,Control
20170802,358,185,2867.58,38,871.9,Control
20170816,358,232,2430.82,31,882.93,Control
20170712,358,173,3268.54,54,1472.64,Control
20170820,358,206,2785.24,51,1444.7,Control
20170707,358,251,1747.04,20,514.73,Control
20170824,358,232,2534.64,35,1099.28,Control
20170807,358,181,2749.44,46,1043.19,Control
20170722,358,202,3504.82,63,2058.21,Control
20170618,358,227,3494.08,49,1597.9,Control
20170617,358,212,3032.26,37,1213.4,Control
20170701,357,233,2231.25,6,160.79,Control
20170822,357,209,2288.37,27,759.99,Control
20170617,357,251,1974.21,3,76.17,Control
20170705,357,223,2827.44,33,706.2,Control
20170713,357,216,2534.7,36,697.53,Control
20170625,357,174,3266.55,62,1853.58,Control
20170818,357,214,3063.06,50,1560.1,Control
20170804,357,237,2723.91,46,1270.81,Control
20170724,357,217,2559.69,32,864.85,Control
20170624,357,194,2880.99,42,1456.03,Control
20170706,356,250,1943.76,5,72.99,Control
20170806,356,224,2228.56,28,789.88,Control
20170829,356,195,2456.4,38,1125.73,Control
20170613,356,247,1790.68,16,353.41,Control
20170610,356,207,2954.8,47,1331.94,Control
20170810,356,180,2591.68,30,885.02,Control
20170718,356,235,1566.4,16,385.26,Control
20170719,356,221,2826.64,25,948.08,Control
20170720,356,213,2531.16,33,1093.32,Control
20170831,355,199,2712.2,53,1248.69,Control
20170623,355,181,2882.6,50,1241.1,Control
20170821,355,240,1345.45,11,241.07,Control
20170624,355,240,1835.35,19,548.67,Control
20170804,355,233,1622.35,9,220.72,Control
20170723,355,209,2914.55,43,1446.93,Control
20170813,355,214,2779.65,28,822.96,Control
20170708,355,226,2641.2,29,997.3,Control
20170821,355,215,2098.05,26,860.15,Control
20170731,354,241,2063.82,6,175.74,Control
20170827,354,263,1911.6,11,316.11,Control
20170802,354,240,1596.54,16,301.22,Control
20170611,354,213,3200.16,29,1089.66,Control
20170609,354,195,3341.76,72,2106.99,Control
20170818,354,190,3171.84,59,1588.04,Control
20170613,354,238,1670.88,14,316.47,Control
20170819,354,258,1943.46,28,777.26,Control
20170811,354,231,2414.28,38,1145.78,Control
20170625,354,195,2874.48,35,1298.04,Control
20170804,353,244,2290.97,18,484.98,Control
20170726,353,197,2658.09,54,1042.4,Control
20170629,353,195,2763.99,37,1035.26,Control
20170731,353,216,2816.94,41,1329.17,Control
20170820,353,193,3268.78,55,1565.66,Control
20170719,353,241,1577.91,13,334.18,Control
20170830,353,252,1740.29,20,689.89,Control
20170711,353,198,3240.54,58,1479.28,Control
20170623,353,211,3402.92,58,1893.7,Control
20170829,353,230,2174.48,28,872.2,Control
20170709,352,251,1897.28,2,67.01,Control
20170615,352,209,2178.88,31,823.89,Control
20170623,352,207,2407.68,27,852.12,Control
20170723,352,212,1995.84,24,589.61,Control
20170811,352,209,3206.72,36,1292.78,Control
20170610,352,210,3160.96,48,1692.74,Control
20170806,352,157,3340.48,54,1825.05,Control
20170619,352,186,2224.64,20,471.29,Control
20170628,351,234,1891.89,5,168.93,Control
20170726,351,263,2176.2,11,332.57,Control
20170719,351,236,1776.06,13,318.43,Control
20170727,351,246,1621.62,13,337.67,Control
20170701,351,224,2239.38,25,677.06,Control
20170629,351,205,2716.74,42,954.44,Control
20170704,351,195,2815.02,36,1142.67,Control
20170827,351,198,2723.76,43,1208.32,Control
20170725,351,232,1723.41,17,570.53,Control
20170824,351,246,1740.96,23,524.23,Control
20170831,351,246,1818.18,8,266.47,Control
20170701,351,197,2825.55,33,1084.24,Control
20170731,351,207,2474.55,23,760.15,Control
20170618,351,238,1491.75,1,10,Control
20170614,351,173,2523.69,38,1106.75,Control
20170603,351,208,2944.89,52,1851.58,Control
20170714,351,211,3650.4,65,2379.85,Control
20170716,350,234,1715,0,0,Control
20170711,350,224,1837.5,8,268.48,Control
20170820,350,244,1484,4,186.61,Control
20170624,350,189,3038,37,1162.87,Control
20170806,350,172,2754.5,53,1461.05,Control
20170601,350,179,2989,48,1171.15,Control
20170825,350,168,3517.5,68,2327.03,Control
20170827,350,193,2971.5,58,1786.27,Control
20170707,350,194,2338,35,1120.3,Control
20170606,349,257,1598.42,16,386.89,Control
20170724,349,243,1706.61,10,301.63,Control
20170726,349,179,2949.05,33,825.19,Control
20170623,349,193,3364.36,66,2009.44,Control
20170605,349,187,2823.41,52,1576.6,Control
20170727,349,164,3189.86,63,1703.83,Control
20170610,349,232,1835.74,26,613.98,Control
20170708,349,229,1755.47,18,428.81,Control
20170620,349,172,3664.5,43,1238.09,Control
20170609,349,219,3476.04,54,1781.65,Control
20170624,349,196,3057.24,48,1464.28,Control
20170809,349,219,2844.35,43,1424.25,Control
20170708,349,212,3395.77,47,1644.14,Control
20170801,349,227,2652.4,37,1160.25,Control
20170711,348,222,1757.4,5,129.34,Control
20170817,348,206,1962.72,25,560.68,Control
20170614,348,190,2422.08,31,813.08,Control
20170729,348,236,2074.08,22,507.09,Control
20170828,348,241,1318.92,7,126.6,Control
20170703,348,164,3222.48,60,1844.48,Control
20170722,348,180,3598.32,60,1781.39,Control
20170802,348,180,2926.68,44,1231.06,Control
20170713,348,217,1840.92,13,307.68,Control
20170725,348,227,1854.84,20,377.5,Control
20170629,348,234,1931.4,26,633.66,Control
20170614,348,213,2422.08,37,1184,Control
20170703,347,235,1787.05,8,158.63,Control
20170605,347,228,1682.95,8,204.21,Control
20170801,347,244,2005.66,21,476.86,Control
20170723,347,194,2602.5,35,1040.49,Control
20170720,347,175,3258.33,57,1651.64,Control
20170826,347,241,1467.81,6,228.43,Control
20170613,347,206,2376.95,22,573.07,Control
20170822,347,211,2265.91,32,847.23,Control
20170730,347,183,3591.45,60,1949.74,Control
20170828,346,191,2179.8,31,869.87,Control
20170702,346,247,1875.32,7,184.42,Control
20170825,346,234,1674.64,24,435.61,Control
20170612,346,211,1961.82,18,485.42,Control
20170828,346,212,2041.4,20,582.72,Control
20170827,346,185,2563.86,35,1052.18,Control
20170717,346,218,1681.56,14,376.09,Control
20170709,346,219,1979.12,26,727.74,Control
20170801,346,234,1885.7,29,661.27,Control
20170821,346,238,1961.82,30,972.59,Control
20170602,346,222,2356.26,38,1004.31,Control
20170727,346,221,2062.16,35,919,Control
20170831,346,211,2207.48,37,1034.66,Control
20170804,346,206,3314.68,51,1796,Control
20170608,345,248,1669.8,12,367.06,Control
20170814,345,255,1459.35,18,347.67,Control
20170816,345,215,2125.2,26,525.2,Control
20170708,345,200,2722.05,34,921.06,Control
20170625,345,185,3060.15,46,1179.64,Control
20170720,345,215,2521.95,42,1053.71,Control
20170817,345,207,2601.3,38,939.39,Control
20170724,345,233,1845.75,19,485.43,Control
20170702,345,192,2915.25,37,1086.2,Control
20170604,345,208,3408.6,52,1820.42,Control
20170610,345,205,3425.85,54,1790.42,Control
20170727,344,176,3010,50,1366.38,Control
20170810,344,208,2322,32,888.07,Control
20170616,344,203,3089.12,48,1458.35,Control
20170626,343,234,2037.42,6,123.99,Control
20170808,343,220,2092.3,24,716.84,Control
20170829,343,226,2126.6,26,713.07,Control
20170627,343,203,2641.1,42,798,Control
20170830,343,190,2675.4,49,1147.12,Control
20170701,343,207,2874.34,45,1427.86,Control
20170815,343,204,1955.1,25,592.53,Control
20170625,342,234,1802.34,2,61.77,Control
20170823,342,215,2260.62,32,1054.35,Control
20170830,342,228,1966.5,21,524.29,Control
20170615,342,204,2647.08,43,1168.51,Control
20170727,342,196,2965.14,49,1512.43,Control
20170629,341,223,1780.02,1,33.35,Control
20170725,341,236,2049.41,5,101.48,Control
20170720,341,195,2779.15,47,1073.07,Control
20170730,341,211,3246.32,57,1798.23,Control
20170806,341,191,3130.38,52,1858.63,Control
20170609,341,205,2850.76,49,1410.51,Control
20170828,340,250,1961.8,7,175.45,Control
20170821,340,213,2186.2,41,1329.93,Control
20170629,340,185,2672.4,30,643.99,Control
20170715,340,199,2879.8,42,1296.36,Control
20170603,340,170,3090.6,47,1297.62,Control
20170709,340,166,2767.6,40,1121.67,Control
20170712,340,215,1475.6,12,287.22,Control
20170604,340,219,2006,24,793.94,Control
20170706,340,231,1863.2,23,492.01,Control
20170717,340,228,1876.8,30,623.91,Control
20170708,340,206,2448,41,1140.95,Control
20170702,340,195,3270.8,46,1522.35,Control
20170612,339,242,1803.48,4,57.88,Control
20170721,339,200,2145.87,15,482.12,Control
20170830,339,203,2088.24,26,710.63,Control
20170716,339,229,1888.23,27,839.64,Control
20170726,339,230,1830.6,30,940.97,Control
20170811,339,216,2613.69,38,1174.82,Control
20170725,338,243,2180.1,23,525.58,Control
20170726,338,231,1602.12,12,250.71,Control
20170711,338,193,2369.38,27,584.76,Control
20170612,338,211,1940.12,15,470.35,Control
20170617,338,200,2660.06,33,1039.22,Control
20170623,338,204,2937.22,50,1184.57,Control
20170622,338,194,2345.72,34,852.67,Control
20170619,337,240,1850.13,3,58.63,Control
20170709,337,207,2153.43,22,626.96,Control
20170814,337,205,1998.41,25,726.72,Control
20170820,337,193,2615.12,37,1078.72,Control
20170717,337,183,3336.3,58,1585.16,Control
20170820,337,235,1563.68,12,318.79,Control
20170711,337,234,1877.09,28,557.36,Control
20170705,337,196,2409.55,34,1038.05,Control
20170806,337,197,2722.96,35,1070.54,Control
20170812,337,194,2770.14,34,1051.48,Control
20170606,336,205,2388.96,22,571.63,Control
20170718,336,189,2197.44,26,716.23,Control
20170614,336,216,1713.6,12,247.71,Control
20170826,336,249,1602.72,9,253.83,Control
20170831,336,195,2227.68,24,718.71,Control
20170626,336,193,2382.24,30,732.84,Control
20170628,336,181,2308.32,32,606.63,Control
20170724,336,183,2412.48,35,960.43,Control
20170824,336,226,1589.28,17,753.73,Control
20170627,335,225,1604.65,6,136.99,Control
20170712,335,228,1973.15,16,419.9,Control
20170606,335,187,2921.2,38,742.09,Control
20170616,335,183,2767.1,55,1213.93,Control
20170611,335,183,3082,50,1442.21,Control
20170701,335,199,3008.3,47,1352.79,Control
20170723,335,197,2730.25,50,1228.51,Control
20170622,335,210,1886.05,21,515.47,Control
20170720,335,217,2428.75,33,969.7,Control
20170730,335,212,2834.1,47,1484.83,Control
20170815,335,210,2542.65,31,766.21,Control
20170829,335,188,2726.9,46,1346.8,Control
20170731,335,195,2539.3,34,1039.77,Control
20170610,335,201,2666.6,36,1111.74,Control
20170715,335,198,2294.75,25,780.08,Control
20170706,334,198,2508.34,34,909.39,Control
20170713,334,204,2651.96,45,1116.3,Control
20170806,334,189,3139.6,50,1356.73,Control
20170719,334,193,2842.34,44,1271.99,Control
20170727,334,211,1359.38,9,194.61,Control
20170719,334,229,1429.52,17,388.73,Control
20170717,334,211,2525.04,42,972.54,Control
20170618,334,165,2277.88,32,881.35,Control
20170615,334,190,2444.88,36,1071.51,Control
20170624,334,185,2915.82,30,974.64,Control
20170628,333,202,2400.93,34,806.71,Control
20170608,333,189,2797.2,42,1048.27,Control
20170716,333,190,3090.24,46,1305.78,Control
20170808,333,205,2394.27,35,820.02,Control
20170608,333,225,2001.33,16,327.15,Control
20170720,333,230,1711.62,20,404.61,Control
